Velocity(m/s)	Chord(mm)
0.108667	0.274927
0.107041	0.162167
0.123261	0.240358
0.114714	0.187557
0.112026	0.247017
0.127349	0.168737
0.138973	0.480846
0.087189	0.262874
0.114025	0.222918
0.105923	0.195957
0.159818	0.446692
0.074695	0.133704
0.113086	0.213732
0.089289	0.152238
0.112709	0.271065
0.075276	0.115925
0.078833	0.202207
0.100791	0.240891
0.070191	0.177934
0.163243	0.602368
0.152590	0.305181
0.116643	0.293358
0.084992	0.116014
0.132041	0.194100
0.252425	0.219610
0.364709	0.508770
0.158956	0.137497
0.260468	0.401120
0.124953	0.139322
0.173012	0.373705
0.122834	0.136960
0.131721	0.192312
0.112396	0.141057
0.128066	0.274062
0.118253	0.248331
0.096311	0.139169
0.097593	0.141510
0.123274	0.117111
0.092673	0.114451
0.132445	0.329788
0.160856	0.234850
0.203750	0.400369
0.301111	1.219500
0.070144	0.217447
0.127270	0.187723
0.183272	0.288653
0.154137	0.444687
0.129734	0.243250
0.166134	0.254186
0.096344	0.114168
0.161336	0.343646
0.146874	0.295216
0.236386	0.410130
0.154418	0.101916
0.170082	0.329108
0.201012	0.224128
0.187546	0.355400
0.323865	0.686595
0.185894	0.170093
0.263027	0.568139
0.113776	0.126291
0.247374	0.634515
0.144035	0.271506
0.066072	0.075652
0.116215	0.176066
0.199601	0.282435
0.192653	0.323656
0.304727	0.706967
0.188106	0.289683
0.246489	0.431356
0.212452	0.295309
0.332058	1.700137
0.133978	0.126609
0.116617	0.209910
0.202650	0.669759
0.134146	0.161646
0.230291	0.484763
0.124812	0.125436
0.202495	0.420176
0.154057	0.204895
0.213671	0.188031
0.120582	0.195343
0.184995	0.338540
0.183309	0.321708
0.151908	0.169377
0.209424	0.391623
0.273200	0.439851
0.302665	0.644677
0.263633	1.339254
0.161168	0.361823
0.255297	0.543782
0.141842	0.441839
0.132025	0.318841
0.156555	0.308413
0.093053	0.163773
0.156428	0.188496
0.215694	0.268538
0.198782	0.486021
0.178938	0.196832
0.145482	0.261140
0.179558	0.299862
0.176695	0.301264
0.118937	0.159970
0.093999	0.117969
0.217922	0.276761
0.242516	1.076772
0.161566	0.155103
0.226775	0.772169
0.265754	0.334850
0.149807	0.141568
0.190969	0.175691
0.253326	0.259659
0.246877	0.323409
