Velocity(m/s)	Chord(mm)
0.436868	1.142410
0.422181	0.382074
0.344983	0.177666
0.548783	0.710673
0.245622	0.140005
0.335634	0.208093
0.418682	0.270050
0.622343	0.522768
0.455095	0.354974
0.532277	0.284768
0.360391	0.383817
0.429650	0.558544
0.490381	0.328555
0.300704	0.166890
0.312322	0.140545
0.452194	0.208009
0.349075	0.153593
0.297587	0.184504
0.454034	0.451764
0.199778	0.128857
0.350730	0.341962
0.275889	0.205538
0.400829	0.759572
0.274550	0.102956
0.434974	0.461073
0.377606	0.568297
0.268076	0.112592
0.377391	0.275495
0.424862	0.671282
0.372253	0.536044
0.396308	0.352714
0.230166	0.178378
0.180438	0.123600
0.368577	0.313291
0.355574	0.421355
0.387158	0.282625
0.383588	0.391260
0.271717	0.351874
0.386761	0.649759
0.231666	0.223558
0.335302	0.254830
0.354427	0.503286
0.253924	0.219644
0.237430	0.142458
0.426629	0.659142
0.289997	0.463995
0.433463	0.994797
0.311547	0.163562
0.291968	0.156203
0.219697	0.259242
0.224944	0.258685
0.226326	0.138059
0.279892	0.272895
0.176633	0.197829
0.198557	0.319677
0.254728	0.136280
0.229367	0.207577
0.228232	0.273878
0.237315	0.382077
0.400838	0.390817
0.191843	0.190884
0.317683	0.614717
0.304088	0.308649
0.283833	0.181653
0.360833	0.299491
0.360664	0.762804
0.251566	0.231441
0.235846	0.325467
0.276080	0.240190
0.286176	0.330534
0.456043	1.381810
0.458231	1.239515
0.162693	0.165947
0.303711	0.376602
0.242105	0.336526
0.251994	0.356571
0.284297	0.587073
0.295065	0.283263
0.304980	0.407148
0.329647	0.588420
0.297699	0.175643
0.400869	0.575248
0.289339	0.237258
0.241156	0.203777
0.323826	0.344874
0.313933	0.288818
0.325415	0.382363
0.382318	1.531185
0.336296	0.447274
0.314688	0.179372
0.183610	0.147806
0.377297	0.501804
0.318874	0.564406
0.319040	0.403586
0.248377	0.353937
0.227184	0.590678
0.357246	0.364391
0.272444	0.363713
0.259504	0.386661
0.293074	0.936371
0.256490	0.459116
0.154969	0.141797
0.131264	0.117481
0.315392	0.252313
0.286539	0.352443
0.192182	0.220048
0.324707	0.267883
0.165028	0.141099
0.309106	0.316834
0.210825	0.379485
0.250901	0.344989
0.336597	0.395502
0.241978	0.165755
0.186701	0.176432
0.218897	0.137905
0.175830	0.270777
0.223006	0.246422
0.173568	0.156211
0.282003	0.483635
0.309727	0.356186
0.235900	0.244157
0.154821	0.148629
0.201450	0.287066
0.270335	0.502822
0.241283	0.259379
0.144104	0.167881
0.224133	0.196116
0.363678	0.463689
0.260905	0.284386
0.282173	0.503679
0.301476	0.443169
0.269927	0.179502
0.361911	0.522962
0.318759	0.243851
0.204173	0.162318
0.215130	0.197919
0.318628	0.430148
0.315729	0.658295
0.209896	0.175263
0.180428	0.119985
0.168250	0.194329
0.198182	0.164491
0.199938	0.127960
0.347468	0.244965
0.398013	0.370152
0.226224	0.131210
0.247304	0.229992
0.173952	0.133073
0.334917	0.421996
0.410627	1.309902
0.224062	0.198294
0.266522	0.335817
0.217806	0.179690
0.290870	0.500296
0.249959	0.186220
0.266703	1.189496
0.251588	0.189949
0.183476	0.227510
0.190066	0.342118
0.307600	0.327594
0.190757	0.144021
0.324969	0.523200
0.233937	0.451498
0.178393	0.190880
0.248616	0.411459
0.341615	0.792546
0.201811	0.141268
0.173568	0.138855
0.288232	0.485671
0.183888	0.149868
0.186033	0.164639
0.209594	0.212738
0.227750	0.117291
0.306275	0.246551
0.423664	0.321984
0.328038	0.451052
0.279716	0.208388
0.280646	0.311518
0.278869	0.782227
0.232926	0.215457
0.258974	0.468743
0.271339	0.316110
0.325510	0.442694
0.300747	0.434580
0.299518	0.318987
0.381002	0.691519
0.289855	0.130435
0.185289	0.137114
0.260177	0.284894
0.322626	0.435544
0.185283	0.154711
0.242707	0.209942
0.395404	1.364145
0.306804	0.446400
0.285053	0.257973
0.264444	0.356999
0.219974	0.384955
0.157504	0.124428
0.392443	0.202108
0.270109	0.386256
0.269279	0.193881
0.338855	0.865774
0.245297	0.290677
0.261817	0.600871
0.342834	0.341119
0.224763	0.123619
0.257630	0.126239
0.389097	0.208167
0.190691	0.123949
0.362262	0.215546
0.264406	0.293491
0.337300	0.182142
0.407931	0.532351
0.473220	0.456658
0.264626	0.211701
0.261853	0.280183
0.261032	0.139652
0.427215	1.170569
0.332175	0.581307
0.223023	0.158347
0.272310	0.351280
0.179397	0.455669
0.174071	0.241088
0.225070	0.371366
0.172428	0.135356
0.245546	0.340081
0.417779	0.277823
0.543011	0.228065
0.280529	0.534408
0.245455	0.168137
0.255010	0.124955
0.486623	0.576648
0.316016	0.214891
0.348359	0.233401
0.284614	0.175037
0.383101	0.239438
0.383021	0.283435
0.335068	0.500927
0.413080	0.334595
0.328545	0.478033
0.303198	0.341098
0.215973	0.234330
0.296563	0.363290
0.272331	0.206971
0.498311	0.540667
0.385544	0.481930
0.449686	1.027534
0.352015	1.107089
0.255414	0.222210
0.365063	0.989320
0.269977	0.247029
0.275443	0.289216
0.210353	0.198783
0.354085	0.731185
0.215591	0.457054
0.275625	0.181912
0.266625	0.514586
0.231140	0.431076
0.155359	0.136716
0.313813	0.633903
0.207036	0.342644
0.279846	0.232272
0.247164	0.416471
0.174853	0.162613
0.341685	0.729497
0.328590	0.276015
0.148454	0.131382
0.171463	0.156032
0.298979	0.825183
0.239459	0.225091
0.250491	0.195383
0.195151	0.291751
0.223528	0.198940
0.247224	0.197779
0.281373	0.225098
0.421886	0.270007
0.300024	0.295524
0.221446	0.143940
0.402706	1.208119
0.245041	0.151925
0.380115	0.323098
0.397810	0.260566
0.342423	0.239696
0.524832	0.614054
0.243118	0.271077
0.460468	0.448957
0.330018	0.293716
0.327844	0.242605
0.342993	0.312123
0.279914	0.285513
0.335322	0.524778
0.282162	0.564323
0.364998	0.868695
0.313357	0.338426
0.206237	0.224798
0.282397	0.230153
0.313689	0.293299
0.368476	0.322416
0.296744	0.163209
0.283164	0.186888
0.366173	0.280122
0.344079	0.192684
0.311336	0.270863
0.492205	1.200981
0.261743	0.256509
0.285287	0.135511
0.454559	2.025060
0.347936	0.434920
0.315209	0.321513
0.361416	0.668620
0.304833	0.260632
0.321646	0.286265
0.391473	0.495213
0.439391	1.509310
0.171406	0.132840
0.305095	0.257806
0.321149	0.289034
0.259750	0.172734
0.238264	0.285917
0.326618	0.249863
0.293474	0.302279
0.257978	0.171555
0.348562	0.420017
0.424011	0.188685
0.276278	0.138139
0.252892	0.163115
0.259636	0.167465
0.471863	0.188745
0.167922	0.117546
0.289662	0.757467
0.360434	0.468564
0.264970	0.238473
0.243289	0.121644
0.450728	0.448474
0.690421	0.321046
0.539023	0.358451
0.267844	0.127226
0.442844	0.540270
0.515842	0.461679
0.378892	0.301219
0.329215	0.205759
0.487347	0.260731
0.382808	0.401948
0.457460	0.283625
0.302397	0.273669
0.292197	0.189928
0.367506	0.262767
0.289716	0.433125
0.390482	0.585723
0.301439	0.266774
0.336433	0.563526
0.252940	0.228911
0.349854	0.201166
0.255866	0.140726
0.346710	0.422986
0.516881	1.023425
0.355847	0.692122
0.351172	0.616307
0.496756	1.457979
0.462104	0.152494
0.223369	0.169760
0.187240	0.138558
0.391849	0.842475
0.315374	0.375295
0.483496	0.512505
0.368167	0.224582
0.321178	0.266578
0.393195	0.290964
0.553521	0.473260
0.287370	0.238517
0.317243	0.328346
0.221484	0.215947
0.263250	0.254036
0.418190	0.884471
0.180194	0.127938
0.458801	0.481741
0.231145	0.182604
0.295099	0.389530
0.512219	1.534097
0.190375	0.151348
0.228416	0.130197
0.190950	0.217683
0.314970	1.006329
0.215670	0.311642
0.179288	0.173909
0.200375	0.133249
0.333083	0.288117
0.389679	1.057978
0.200157	0.241189
0.273223	0.359288
0.489568	2.367062
0.243874	0.329230
0.401686	0.484031
0.424712	0.583980
0.408382	0.181730
0.342913	0.204033
0.415600	0.382352
0.525198	0.577718
0.394309	0.611179
0.413778	0.604116
0.386346	0.183514
0.280912	0.234561
0.450987	1.591985
0.336844	1.069478
0.321474	0.413095
0.374685	0.863650
0.297181	0.624081
0.203272	0.168715
0.261288	0.155466
0.347648	0.618813
0.308291	0.195765
0.297648	0.456890
0.308185	0.305103
0.155899	0.126278
0.237697	0.185404
0.264800	0.325704
0.359830	0.564933
0.366524	0.313378
0.280558	0.171140
0.396199	0.406104
0.346318	0.528135
0.249590	0.361906
0.238015	0.182082
0.305182	0.756852
0.314154	0.293734
0.359113	0.161601
0.464022	1.227339
0.163582	0.118597
0.297774	0.330529
0.274394	0.194820
0.241867	0.131818
0.178029	0.163786
0.224636	0.143767
0.217922	0.174338
0.247729	0.255161
0.266623	0.262624
0.210075	0.346623
0.190854	0.157454
0.172690	0.158875
0.136954	0.165030
0.208229	0.907877
0.108737	0.137552
0.195508	0.366578
0.161093	0.211838
0.186485	0.143593
0.222657	0.339552
0.243430	0.260470
0.322388	0.375582
0.322375	0.546425
0.338944	0.698226
0.309619	0.318907
0.335617	0.553767
0.312586	0.418865
0.262061	0.159857
0.412799	1.502588
0.314997	0.322872
0.362469	0.373343
0.440205	1.476888
0.204931	0.385270
0.170533	0.185881
0.295452	0.748970
0.525774	0.289176
0.163702	0.116228
0.312516	0.243762
0.248851	0.380742
0.162793	0.600707
0.153804	0.117660
0.214610	0.178126
0.263736	0.321757
0.242844	0.337553
0.278172	0.307380
0.191053	0.344851
0.394131	2.236693
0.298602	0.825636
0.341639	0.447547
0.278536	0.554288
0.261998	0.571155
0.184816	0.249502
0.213898	0.206411
0.460455	1.056745
0.274819	0.398487
0.257222	0.329245
0.225007	0.154130
0.346744	0.247922
0.257704	0.207452
0.176979	0.201756
0.201015	0.127645
0.310017	0.906801
0.270927	0.246544
0.349323	0.857589
0.270251	0.367541
0.223936	0.248569
0.251195	0.182117
0.239971	0.262768
0.229201	0.230347
0.196704	0.244896
0.239075	0.267764
0.441154	0.910982
0.409234	0.421511
0.288478	0.308671
0.423778	1.231076
0.366265	0.346121
0.334595	0.426608
0.452446	0.366482
0.264698	0.120438
0.497012	1.530795
0.636261	0.668074
0.356480	0.301226
0.388711	0.345953
0.423874	0.402680
0.493466	1.048615
0.369840	0.497435
0.391971	1.168075
0.340055	0.578093
0.288412	0.181700
0.358349	0.372683
0.256033	0.140818
0.349462	0.162500
0.439738	0.441937
0.406132	0.467052
0.409856	0.356574
0.351982	0.209429
0.367614	0.248139
0.360997	0.539691
0.337735	0.359688
0.425184	0.512347
0.295262	0.202254
0.215609	0.149849
0.403001	0.874512
0.372017	0.440840
0.360980	0.351955
0.196909	0.128975
0.457422	0.544332
0.351440	0.476201
0.407723	0.417916
0.328557	0.361412
0.289222	0.293561
0.337273	0.406413
0.340945	0.351174
0.244728	0.172533
0.366045	0.225118
0.231639	0.217740
0.356547	0.415378
0.335955	0.339314
0.268441	0.304681
0.345700	0.330143
0.280398	0.171043
0.490414	0.220686
0.399711	0.339755
0.390894	0.392849
0.384657	0.400044
0.525895	1.243741
0.318517	0.320109
0.294353	0.160422
0.436334	0.170170
0.434900	0.534927
0.225808	0.130969
0.289999	0.265349
0.340163	0.212602
0.421456	1.150576
0.201832	0.128163
0.488307	0.332049
0.505387	0.482645
0.420110	0.409607
0.401304	1.063456
0.394802	0.671163
0.355013	0.287560
0.353141	0.270153
0.431774	0.671409
0.301394	0.283310
0.258007	0.224466
0.314632	0.275303
0.270595	0.193475
0.310923	0.298486
0.197354	0.137161
0.445540	0.340838
0.479786	0.347845
0.373302	0.261312
0.545304	1.060616
0.535454	0.476554
