Velocity(m/s)	Chord(mm)
0.094229	0.199293
0.113516	0.271304
0.199938	0.303906
0.236723	0.482915
0.135688	0.158076
0.103896	0.158960
0.261723	0.400436
0.268184	0.363389
0.289326	0.606137
0.232819	0.352721
0.420123	1.413714
0.187151	0.131006
0.151678	0.141819
0.250673	0.408598
0.188183	0.305798
0.187212	0.426842
0.251317	1.328212
0.201545	0.268054
0.218008	0.767389
0.138875	0.238865
0.178364	0.371889
0.179881	0.370555
0.171375	0.436148
0.104571	0.123394
0.160706	0.196865
0.147471	0.230792
0.154741	0.304840
0.252014	0.621214
0.190940	0.260633
0.214445	0.893165
0.095280	0.155783
0.117875	0.233393
0.169500	0.314423
0.161473	0.333442
0.143616	0.259945
0.132209	0.211534
0.105312	0.168500
0.131116	0.185530
0.137308	0.354255
0.082514	0.141511
0.113425	0.355021
0.076703	0.171431
0.148198	0.392726
0.123112	0.260382
0.153585	0.403930
0.135550	0.370728
0.059546	0.185485
0.114709	0.174931
0.141273	0.230981
0.102017	0.146394
0.082959	0.114898
0.202863	0.531501
0.194386	0.395576
0.194642	0.234544
0.130584	0.152784
0.117204	0.178737
0.098028	0.157336
0.216341	0.570059
0.149768	0.196945
0.157094	0.203437
0.158960	0.208237
0.109672	0.122833
0.107057	0.119369
0.086309	0.088035
0.136553	0.120167
0.186227	0.240233
0.128395	0.205431
0.143899	0.130229
0.126156	0.199326
0.178171	0.223605
0.172065	0.305415
0.100895	0.165973
0.245062	0.475419
0.112161	0.149174
0.124912	0.252946
0.117308	0.121414
0.155555	0.214666
0.125195	0.145226
0.168162	0.332961
0.088871	0.138194
0.190899	0.289213
0.250862	0.289745
0.162112	0.141848
0.140558	0.089254
0.194758	0.262924
0.268160	0.463917
0.262649	0.401853
0.190512	0.231472
0.130339	0.138159
0.174194	0.317904
0.199374	0.269155
0.166313	0.257785
0.148575	0.178290
0.212153	0.455068
0.095983	0.136776
0.171525	0.270152
0.167439	0.334878
0.120214	0.155076
0.234666	0.833064
0.163095	0.215286
0.450412	1.220616
0.239012	0.450537
0.099821	0.111301
0.173611	0.211806
0.138632	0.139326
0.277231	0.706939
0.205876	0.425135
0.173198	0.323880
0.200240	0.573687
0.191977	0.523137
0.165187	0.179228
0.118227	0.396060
0.169930	0.354304
0.166214	0.329104
0.070604	0.098846
0.128778	0.153246
0.147677	0.322673
0.124910	0.375354
0.187923	0.439739
0.159206	0.201396
0.106704	0.116307
0.158735	0.330961
0.077993	0.115040
0.092655	0.135276
0.157258	0.389214
0.163834	0.371083
0.121069	0.228821
0.376623	1.143050
0.111087	0.234393
0.106322	0.250387
0.057998	0.087286
0.069280	0.147567
0.089841	0.193159
0.108992	0.214715
0.078262	0.127958
0.081397	0.102153
0.121218	0.175767
0.125791	0.239632
0.123142	0.169320
0.146508	0.323050
0.108875	0.157868
0.121635	0.209821
0.130272	0.257938
0.142071	0.276327
0.157290	0.239081
0.167550	0.337614
0.074658	0.104148
0.137530	0.235176
0.080752	0.139701
0.130205	0.247389
0.078998	0.110992
0.226545	0.814429
0.077105	0.138789
0.221444	0.446209
0.129316	0.272858
0.149427	0.215175
0.194333	0.243887
0.141673	0.152299
0.092787	0.102994
0.137639	0.183748
0.144427	0.452778
0.095117	0.097971
0.138671	0.182353
0.126488	0.189732
0.140114	0.144318
0.225903	0.664154
0.121360	0.212987
0.132295	0.261945
0.155571	0.264471
0.089176	0.094527
0.128753	0.135191
0.130313	0.348587
0.082480	0.239191
0.087491	0.195542
0.099123	0.245826
0.092147	0.136377
0.227215	1.122441
0.083767	0.163345
0.131977	0.320045
0.141289	0.358169
0.057962	0.081726
0.216671	0.843932
0.122059	0.279515
0.090506	0.138475
0.087487	0.105422
0.125892	0.197650
0.106483	0.143220
0.141154	0.493335
0.111032	0.298121
0.111937	0.213240
0.089121	0.144377
0.140113	0.389513
0.122006	0.259872
0.136443	0.215580
0.147939	0.401655
0.132029	0.304987
0.063520	0.101632
0.083090	0.180306
0.163040	0.398634
0.086334	0.188640
0.116026	0.149093
0.152492	0.266099
0.119244	0.159787
0.193251	0.640628
0.110822	0.140744
0.065834	0.121464
0.137377	0.308412
0.141852	0.270228
0.170182	0.283352
0.150938	0.301877
0.146247	0.285181
0.115720	0.175316
0.097106	0.171878
0.122255	0.124089
0.079232	0.134299
0.252099	1.309653
0.075928	0.187543
0.197826	1.465888
0.129760	0.307532
0.174244	0.777126
0.097404	0.152924
0.125723	0.178526
0.104734	0.134584
0.126383	0.112481
0.190014	0.396180
0.192675	0.288049
0.155860	0.271975
0.189634	0.211442
0.182555	0.510241
0.165408	0.339914
0.168000	0.302401
0.171067	0.337858
0.101706	0.140355
0.199075	0.234908
0.140338	0.130514
0.134099	0.152873
0.100140	0.107150
0.104068	0.150899
0.086999	0.171823
0.140276	0.268629
0.121888	0.303502
0.121418	0.233729
0.122359	0.208010
0.202641	0.839948
0.194246	0.461335
0.151746	0.226860
0.216671	0.517843
0.118360	0.209497
0.132712	0.257462
0.120694	0.179230
0.108078	0.168602
0.106537	0.156077
0.135759	0.232148
0.131515	0.113760
0.133151	0.120502
0.206956	0.425295
0.131155	0.139680
0.180564	0.372866
0.239646	0.718937
0.200664	0.352166
0.107217	0.113650
0.146020	0.250425
0.219543	0.660825
0.157346	0.211630
0.070363	0.097805
0.200508	0.711804
0.107912	0.217444
0.127475	0.232642
0.069138	0.122028
0.110222	0.241936
0.118652	0.270526
0.085182	0.306656
0.075156	0.155197
0.100196	0.153801
0.100079	0.160627
0.067005	0.091797
0.071129	0.129099
0.082152	0.125282
0.080615	0.158408
0.086367	0.184393
0.072026	0.130366
0.150474	0.539451
0.119830	0.230073
0.164931	0.569836
0.098411	0.190917
0.080980	0.125924
0.168956	0.380995
0.098867	0.105788
0.159136	0.266553
0.220501	0.508255
0.174342	0.187417
0.133295	0.154622
0.150277	0.441813
0.198949	0.368055
0.145674	0.319754
0.113297	0.104234
0.101580	0.163544
0.122670	0.215898
0.083665	0.139721
0.104333	0.158587
0.138918	0.222269
0.145984	0.444520
0.217859	0.407396
0.120059	0.134466
0.178642	0.214370
0.090581	0.102810
0.117624	0.171732
0.144797	0.178101
0.111128	0.234479
0.101087	0.264342
0.145150	0.243126
0.189935	0.533718
0.099398	0.218677
0.146763	0.163641
0.144365	0.234593
0.117977	0.169297
0.158536	0.297255
0.128878	0.202339
0.156018	0.219205
0.170811	0.257924
0.104586	0.142761
0.134434	0.142500
0.193792	0.468008
0.134611	0.280665
0.189573	0.240758
0.094936	0.124367
0.167005	0.343195
0.123026	0.180848
0.137315	0.216272
0.231491	1.340331
0.138945	0.273026
0.164125	0.499759
0.100425	0.136076
0.163809	0.310419
0.146712	0.184857
0.169756	0.315746
0.113809	0.303300
0.180222	0.412709
0.097021	0.116911
0.144068	0.241314
0.148903	0.285894
0.165380	0.272050
0.130166	0.145786
0.103646	0.218176
0.100115	0.149672
0.156270	0.334418
0.200866	0.492121
0.224243	0.430547
0.149067	0.207948
0.156743	0.188092
0.164341	0.366480
0.162716	0.323804
0.148676	0.245315
0.139664	0.143156
0.184543	0.480734
0.141267	0.264876
0.078522	0.156259
0.088985	0.118795
0.140551	0.171472
0.153332	0.269864
0.161302	0.308086
0.172158	0.266845
0.128340	0.214328
0.133951	0.150025
0.098363	0.139675
0.157824	0.647079
0.080492	0.293392
0.082243	0.129532
0.141379	0.266499
0.113186	0.197510
0.120317	0.177468
0.114453	0.152223
0.131132	0.228170
0.145122	0.408517
0.121030	0.214223
0.085220	0.135926
0.123456	0.252468
0.079426	0.145350
0.110221	0.187375
0.091205	0.160977
0.123987	0.204578
0.110901	0.310524
0.083436	0.128075
0.182277	0.482122
0.151033	0.410809
0.069766	0.097324
