Velocity(m/s)	Chord(mm)
0.584127	0.984254
0.240369	0.183882
0.365770	0.362113
0.617904	2.456167
0.574286	4.022872
0.368357	0.151027
0.604447	0.701158
0.323535	0.304123
0.286733	0.263794
0.249165	0.133303
0.190120	0.191071
0.202226	0.175937
0.260232	0.205583
0.164335	0.547236
0.170914	0.846023
0.134034	0.253995
0.107600	0.140956
0.112461	0.167005
0.304491	0.870845
0.143610	0.145046
0.100956	0.129224
0.139775	0.210361
0.206389	0.337446
0.206750	0.539617
0.198702	0.281163
0.341135	1.190561
0.191652	0.511710
0.278813	0.186805
0.218994	0.448938
0.182149	0.183971
0.281362	0.810322
0.169987	0.203135
0.239533	0.688658
0.137993	0.164211
0.155776	0.226654
0.145484	0.228409
0.189654	0.283533
0.186701	0.442481
0.246480	0.883633
0.161122	0.157094
0.138594	0.153840
0.335008	1.385260
0.306352	1.240727
0.265485	0.966366
0.252026	0.717014
0.202172	0.301236
0.205161	0.312870
0.301458	0.931504
0.203117	0.213273
0.282105	0.791304
0.173044	0.166122
0.208046	0.264218
0.194443	0.393748
0.314386	1.288983
0.468326	0.997535
0.227097	0.130581
0.328033	0.852887
0.334075	0.283964
0.325607	1.561286
0.189289	0.183610
0.380692	0.144663
0.348985	0.753808
0.402382	0.364156
0.352778	1.093611
0.440869	0.467322
0.247226	0.147100
0.236440	0.213978
0.329926	0.765428
0.193956	0.203653
0.351740	0.793174
0.270273	0.345950
0.250738	0.682008
0.208509	0.279403
0.238250	0.394304
0.208601	0.132462
0.239223	0.748767
0.248859	0.388220
0.191789	0.162062
0.323456	1.214578
0.125353	0.136008
0.304771	0.952410
0.249438	0.364180
0.322977	0.628191
0.309653	0.596083
0.357370	1.268664
0.165595	0.625948
0.167223	0.196487
0.128239	0.179535
0.183409	0.329220
0.146817	0.284825
0.128276	0.147517
0.155107	0.543651
0.215329	1.346884
0.166137	0.191057
0.162627	0.273213
0.135655	0.214335
0.185924	0.218461
0.123580	0.240363
0.209341	0.217715
0.114481	0.117915
0.149351	0.467468
0.154262	0.188200
0.232703	1.179803
0.197457	0.207330
0.284347	0.554476
0.372902	1.331259
0.261082	0.356377
0.336851	0.702335
0.245094	0.302692
0.299673	0.976934
0.250902	0.263447
0.160825	0.205052
0.220250	0.523093
0.298457	0.728235
0.286659	0.554685
0.244336	0.392159
0.333185	0.466459
0.350652	0.839812
0.337270	0.826311
0.313276	0.200496
0.372967	1.096523
