Velocity(m/s)	Chord(mm)
0.144960	0.143511
0.183415	0.475962
0.175249	0.151590
0.169279	0.523072
0.194757	0.181124
0.213465	0.238013
0.176348	0.285684
0.156078	0.711714
0.195736	0.246627
0.204611	0.948371
0.133398	0.229444
0.088894	0.112451
0.171015	0.466870
0.134753	0.301173
0.109621	0.153470
0.094771	0.419835
0.133410	0.224796
0.142024	0.218006
0.128168	0.148674
0.257126	0.428114
0.105912	0.162575
0.124321	0.202644
0.118416	0.193018
0.120799	0.183010
0.163711	0.302047
0.120767	0.249383
0.154845	0.347628
0.242852	0.788054
0.236206	0.490127
0.165911	0.219003
0.133933	0.247776
0.143077	0.450694
0.088932	0.195651
0.125033	0.312583
0.104233	0.178760
0.130567	0.258522
0.126051	0.150001
0.137207	0.126916
0.169628	0.312963
0.089999	0.149848
0.194636	0.226751
0.143997	0.213115
0.286974	0.342933
0.249306	0.210663
0.260126	0.262728
0.216291	0.263875
0.275627	0.283896
0.269597	0.257465
0.293440	0.250891
0.191219	0.247628
0.179227	0.184603
0.235811	0.202798
0.244027	0.226945
0.285486	0.606657
0.153774	0.124557
0.299448	0.392277
0.101351	0.110980
0.213118	0.462466
0.228973	0.332011
0.242206	0.469879
0.221729	0.323725
0.179419	0.151609
0.239262	0.655578
0.183453	0.235737
0.172744	0.271208
0.108565	0.103137
0.164106	0.364315
0.137983	0.249059
0.128068	0.340020
0.118905	0.288346
0.120076	0.218538
0.140209	0.309862
0.099501	0.119401
0.131936	0.146449
0.177681	0.479739
0.113538	0.209477
0.120407	0.313058
0.092438	0.152061
0.224547	0.455831
0.304311	0.470161
0.172493	0.287201
0.205553	0.323747
0.143675	0.194680
0.130400	0.357296
0.192611	0.375592
0.162022	0.467435
0.139875	0.172047
0.129388	0.342879
0.158918	0.327372
0.080154	0.148686
0.065523	0.137272
0.065063	0.088812
0.079618	0.160827
0.173134	0.224209
0.083988	0.139839
0.116630	0.243173
0.184069	0.211679
0.125732	0.208087
0.129848	0.180488
0.225611	0.462502
0.137087	0.152167
0.194611	0.465121
0.134485	0.253504
0.150653	0.142367
0.148638	0.164988
0.108452	0.148037
0.194871	0.257230
0.153227	0.306455
0.122416	0.134046
0.140055	0.144257
0.145152	0.134992
0.204483	0.310814
0.196510	0.169981
0.139813	0.161484
0.139682	0.156444
0.189715	0.185920
0.120048	0.118247
