Velocity(m/s)	Chord(mm)
0.278360	0.207378
0.193425	0.753391
0.260018	0.483633
0.319481	0.282741
0.562503	0.579378
0.528181	0.768504
0.441605	1.916567
0.360499	0.598429
0.416856	1.898779
0.398889	0.656173
0.391830	0.246853
0.446143	0.528679
0.376195	0.220074
0.387491	0.304181
0.423022	0.406101
0.466974	0.929278
0.500312	0.390243
0.567658	1.487263
0.348369	0.398883
0.214539	0.174849
0.359403	0.456442
0.395146	0.327971
0.352921	0.195871
0.322260	0.215914
0.341529	0.181010
0.216729	0.177718
0.268299	0.132808
0.300752	0.242106
0.397496	0.639969
0.150579	0.140038
0.294520	0.257705
0.279401	0.208154
0.171765	0.152871
0.253751	0.134488
0.299942	0.260950
0.252827	0.651031
0.246096	0.268245
0.184927	0.170133
0.256770	0.179739
0.252814	0.183290
0.284493	0.308675
0.250888	0.155550
0.199402	0.185444
0.447653	0.805776
0.473753	0.407427
0.398235	0.410182
0.264287	0.170465
0.423967	0.423967
0.349948	0.155727
0.304151	0.191615
0.343744	0.383274
0.270878	0.268170
0.287492	0.163871
0.288840	0.199300
0.238094	0.151190
0.218511	0.216326
0.201343	0.168122
0.239718	0.224136
0.373631	0.319454
0.432976	0.368029
0.519441	0.602552
0.316614	0.221630
0.554420	0.712430
0.300337	0.184707
0.375167	0.146315
0.252565	0.199526
0.211571	0.140695
0.236733	0.121917
0.562711	0.357321
0.477996	0.370447
0.349291	0.144956
0.565630	0.678756
0.595316	0.604246
0.486766	0.545178
0.415497	0.419652
0.265020	0.091432
0.438758	0.243511
0.628265	1.250247
0.373070	0.152959
0.728492	0.692068
0.515332	0.528216
0.335149	0.154169
0.644412	0.534862
0.456719	0.333405
0.406223	0.314823
0.360133	0.275502
0.397840	0.183006
0.587443	0.743115
0.657755	1.433906
0.246492	0.205821
0.387909	0.384030
0.347461	0.234536
0.348092	0.247145
0.198174	0.157548
0.217383	0.115213
0.308488	0.232909
0.587251	0.584315
0.431789	0.615299
0.375120	0.256957
0.347222	0.369791
0.201171	0.193124
0.323556	0.331645
0.175782	0.163477
0.140530	0.102587
0.347371	0.468951
0.211561	0.392446
0.185083	0.154545
0.365506	0.464192
0.410182	0.215345
0.276083	0.770272
0.286624	0.364013
