Velocity(m/s)	Chord(mm)
0.269252	0.183091
0.211575	0.136466
0.355953	0.197554
0.503098	0.251549
0.370231	0.684928
0.409694	0.403549
0.385122	0.479477
0.494163	0.291556
0.345171	0.122536
0.357037	0.357037
0.580537	1.050772
0.435660	0.544575
0.208232	0.189491
0.363848	0.451171
0.357158	0.530380
0.636939	0.636939
0.307440	0.376614
0.439340	0.426160
0.345563	0.141681
0.265834	0.235263
0.436722	0.462925
0.343927	0.257946
0.383569	0.569600
0.355524	0.190205
0.536825	0.555613
0.480563	0.348408
0.183133	0.099807
0.277927	0.195938
0.492939	0.961232
0.490933	1.023594
0.332471	0.472108
0.309985	0.207690
0.276823	0.127338
0.446780	0.475821
0.290320	0.622737
0.172866	0.108041
0.138376	0.151522
0.286616	1.688167
0.251347	0.281509
0.269343	0.399975
0.411635	0.327250
0.244840	0.124868
0.245977	0.273035
0.481387	0.560816
0.346595	1.973859
0.166612	0.109964
0.258375	0.222203
0.280356	0.360257
0.272174	0.221822
0.420698	0.469079
0.205099	0.162028
0.386317	0.567886
0.233326	0.149328
0.134197	0.180495
0.359144	1.605372
0.196068	0.254889
0.236570	0.176245
0.239786	0.121092
0.217528	0.129429
0.440834	1.091065
0.279252	0.184306
0.466736	0.522744
0.554546	0.499092
0.176157	0.102171
0.268851	0.332031
0.392463	1.306903
0.383120	1.316016
0.350014	0.593273
0.239502	0.274229
0.163462	0.191251
0.246847	0.254253
0.204996	0.113773
0.250422	0.214110
0.410759	0.480588
0.656296	0.715363
0.317732	0.355860
0.301276	0.343454
0.327708	0.707849
0.333781	0.267025
0.404898	0.186253
0.212491	0.412233
0.327574	0.175252
0.350056	0.782375
0.276660	0.203345
0.308972	0.230184
0.262335	0.289880
0.186103	0.143299
0.418236	0.426601
0.459898	0.204654
0.585108	0.517821
0.373238	0.369505
0.249591	0.336948
0.361032	0.384499
0.464272	1.511206
0.504576	0.602968
0.382705	1.048612
0.168444	0.156653
0.345184	0.610976
0.281947	0.335517
0.282871	0.107491
0.211420	0.190278
0.519555	0.436426
0.210335	0.125150
0.336925	0.608150
0.187848	0.125858
0.269880	0.283374
0.226618	0.453236
0.350141	1.199232
0.351059	1.212910
0.235547	0.148394
0.281721	0.205656
0.229928	0.168997
0.288042	0.482471
0.335866	0.604559
0.278162	0.134909
0.413274	0.237633
0.579906	0.405934
0.233365	0.162189
0.262883	0.278656
0.423604	0.417250
0.384266	1.233495
0.272028	0.149615
0.322986	0.521623
0.248257	0.111716
0.346689	0.367490
0.378196	0.537038
0.414694	0.530808
0.346069	0.410091
0.271507	0.371965
0.369990	0.950874
0.327187	0.458062
0.153514	0.102855
0.252599	0.176820
0.156253	0.125784
0.320563	0.312549
0.277059	0.189785
0.296646	0.556212
0.376562	0.852912
0.209324	0.135014
0.393512	1.042806
0.419261	0.620506
0.614226	2.125223
0.184682	0.159750
0.240710	0.232285
0.396454	0.856340
0.269257	0.321762
0.422148	0.565679
0.254393	0.281105
0.315954	0.325432
0.419114	1.022638
0.341838	0.189720
0.255270	0.310153
0.329772	0.286901
0.200131	0.154101
0.292336	0.548130
0.152103	0.112556
0.153156	0.151624
0.305629	0.420240
0.207913	0.528100
0.265616	0.470139
0.303851	0.621375
0.374314	0.177799
0.412661	0.891347
0.403471	0.802906
0.335036	0.194321
0.297411	0.190343
0.413808	1.286942
0.375979	0.255666
0.524448	0.503470
0.264152	0.126793
0.409704	0.610458
0.480245	0.900459
0.438335	0.473401
0.324450	0.394207
0.290125	0.304631
0.266185	0.441867
0.217961	0.468616
0.456676	0.431559
0.281788	0.302922
0.365701	0.358387
0.301804	0.245970
0.453537	0.877594
0.340046	0.153021
0.375926	0.184204
0.234095	0.352314
0.287727	0.822898
0.328232	0.315102
0.323821	0.508398
0.416443	0.437265
0.536100	0.616515
0.146549	0.110644
0.288832	0.222400
0.321054	0.168553
0.339979	0.491269
0.435481	0.350562
0.415106	0.435861
0.585521	0.682133
0.567984	1.295004
0.249006	0.336158
0.319987	0.175993
0.651715	1.352308
0.210061	0.148093
0.584255	1.793662
0.309076	0.304440
0.359078	0.574525
0.231926	0.367602
0.235706	0.173244
0.225151	0.159857
0.512304	0.430335
0.458320	1.475792
0.554175	0.479362
0.336822	0.616384
0.309221	0.109773
0.666408	1.562727
0.223889	0.162319
0.351334	0.305661
0.531088	0.945337
0.443230	0.990620
0.623214	2.309007
0.246294	0.104675
0.346846	0.372860
0.266686	0.136010
0.333436	0.293424
0.308123	0.172549
0.598449	0.418914
0.583158	0.414042
0.301665	0.206640
0.820162	0.877573
0.539556	0.531463
0.289550	0.118716
0.338324	0.238518
0.323750	0.132738
0.224049	0.128828
0.410762	0.236188
0.313723	0.200783
0.405634	0.892395
0.395048	0.183697
0.564862	1.375438
0.521111	0.268372
0.515202	1.030404
0.425413	0.476463
0.522301	0.759948
0.374991	0.586860
0.532519	0.505893
0.558768	1.111949
0.524639	0.658422
