Velocity(m/s)	Chord(mm)
0.124433	0.684384
0.064790	0.120833
0.119778	0.200030
0.176635	0.370934
0.168223	0.734294
0.197198	0.583707
0.085001	0.110926
0.176712	0.941875
0.077793	0.304170
0.137517	0.465493
0.130019	0.542828
0.150374	0.506760
0.164655	1.635844
0.160871	1.256402
0.082438	0.139320
0.140746	0.781140
0.185314	0.361362
0.081021	0.243063
0.128563	0.365119
0.134433	0.127711
0.239006	1.645556
0.247931	2.475592
0.164697	0.380449
0.044602	0.084744
0.068795	0.189875
0.209572	2.276996
0.135776	0.648329
0.118454	0.223285
0.093176	0.171443
0.124724	0.365443
0.073357	0.265185
0.130065	0.506601
0.136762	0.491659
0.080371	0.316261
0.151147	1.052739
0.210951	1.776210
0.327023	1.535371
0.100498	0.163310
0.134610	0.342582
0.351817	2.494385
0.070569	0.108676
0.113755	0.506779
0.196477	0.390989
0.145677	0.562315
0.283113	1.275422
0.178976	0.768704
0.349342	1.063747
0.107980	0.123097
0.204654	0.428750
0.166736	0.360150
0.415097	1.456989
0.171162	0.243906
0.202654	0.648492
0.088901	0.177802
0.464851	2.173177
0.085647	0.130612
0.138411	0.221457
0.139162	0.317986
0.117567	0.167533
0.309199	1.283176
0.278065	0.741044
0.125771	0.258460
0.192627	0.250415
0.369754	1.922718
0.318649	1.312835
0.197044	0.542857
0.436296	1.727732
0.306712	0.805118
0.290239	0.534039
0.230697	0.309133
0.186836	0.285859
0.147466	0.201292
0.163605	0.265858
0.217920	0.584026
0.092383	0.149199
0.180866	0.197144
0.246045	0.686466
0.077991	0.087350
0.090350	0.296801
0.112159	0.163752
0.220612	0.476522
0.300550	0.689762
0.137226	0.250438
0.101710	0.159176
0.166365	0.747813
0.101030	0.151040
0.126508	0.270727
0.118992	0.249883
0.190454	1.599816
0.233417	1.506707
0.052451	0.101231
0.182522	0.363219
0.114494	0.198647
0.119460	0.244295
0.145159	0.730149
0.091358	0.261742
0.195314	0.328128
0.121426	0.202781
0.181882	0.321932
0.284691	1.086097
0.321222	1.326649
0.106280	0.155169
0.222869	0.210611
0.307950	0.802209
0.064373	0.087870
0.318322	0.343788
0.247083	1.515855
0.147727	0.194262
0.207322	0.809594
0.179518	0.312361
0.085367	0.107989
0.223171	0.725307
0.282003	0.303153
0.372952	1.771522
0.219448	0.387325
0.251336	0.183475
0.260771	0.402892
0.328841	0.741536
0.407973	1.336112
0.273061	0.838297
0.324945	0.363938
0.396986	2.320381
0.428574	1.954298
0.203247	0.404461
0.360162	0.839178
0.344702	1.182326
0.104897	0.180422
0.417218	1.343442
0.146332	0.160233
0.168728	0.162823
0.247187	0.594485
0.229106	0.442175
0.186528	0.409429
0.224324	0.714471
0.210402	0.482873
0.161894	0.229079
0.232372	0.853966
0.183927	0.216114
0.168192	0.200148
0.351732	2.222947
0.249088	0.358686
0.212070	1.845006
0.266003	0.932339
0.283056	0.638290
0.180388	0.317482
0.274806	0.875257
0.404026	2.365574
0.192247	0.545982
0.124080	0.125321
0.288499	0.594308
0.300476	0.773727
0.125711	0.228166
0.243615	0.431198
0.101526	0.187824
0.077631	0.110625
0.228439	0.881773
0.306076	1.424783
0.228632	0.723621
0.102483	0.365350
0.186479	0.909084
0.092738	0.138643
0.130458	0.171552
0.243180	0.840186
0.147702	0.170596
0.350992	1.481188
0.180472	0.499004
0.071609	0.684579
0.033431	0.166656
0.107285	0.215642
0.245262	1.331770
0.128171	0.240321
0.076058	0.170751
0.100276	0.132865
0.119321	0.461773
0.108596	0.542437
0.088690	0.224829
0.219083	1.008877
0.067369	0.158655
0.128062	0.450779
0.056800	0.225779
0.168095	1.010252
0.088498	0.325674
0.096903	0.331894
0.131251	0.440348
0.077352	0.210011
0.057222	0.250345
0.096296	0.442478
0.191274	0.832998
0.124204	0.728458
0.091516	0.331746
0.146566	0.279209
0.070103	0.155629
0.076823	0.117923
0.343339	0.897831
0.275600	0.803375
0.287929	1.383497
0.220344	1.190958
0.247444	0.523344
0.271221	0.100352
0.257747	2.792693
0.179585	0.228072
0.293816	1.358897
0.166036	0.471541
0.172025	0.560802
0.125944	0.196472
0.160692	0.345487
0.143569	0.197407
0.124254	0.195078
0.185576	0.569719
0.151974	0.240118
0.270749	0.990940
