Velocity(m/s)	Chord(mm)
0.291312	0.196636
0.273406	0.390971
0.181436	0.228609
0.193491	0.215743
0.117798	0.194366
0.107825	0.155807
0.136075	0.498035
0.085722	0.181730
0.107673	0.232573
0.098127	0.157984
0.132035	0.236343
0.093547	0.187093
0.137761	0.301698
0.139886	0.185349
0.104914	0.109110
0.113359	0.113359
0.149024	0.391187
0.150435	0.219636
0.133675	0.207197
0.148047	0.660290
0.075249	0.114379
0.080136	0.147451
0.085076	0.149309
0.065901	0.110055
0.085205	0.291826
0.089275	0.140162
0.086653	0.317583
0.110933	0.156415
0.122640	0.173536
0.071757	0.195537
0.058105	0.164146
0.105899	0.267396
0.078461	0.174968
0.061672	0.168674
0.084689	0.180389
0.062855	0.103711
0.096566	0.222102
0.106056	0.167038
0.071047	0.177617
0.095370	0.171189
0.095204	0.157563
0.118592	0.365856
0.077185	0.111147
0.087352	0.097398
0.082727	0.113337
0.109647	0.110743
0.119894	0.342298
0.067139	0.334688
0.132830	0.407789
0.093138	0.200246
0.116575	0.217412
0.112586	0.124407
0.114807	0.303089
0.123895	0.258320
0.096433	0.118613
0.111510	0.114855
0.062962	0.127184
0.080829	0.135794
0.071172	0.156578
0.155844	0.603116
0.079304	0.111026
0.096053	0.130152
0.160031	0.260050
0.149187	0.251379
0.129349	0.214072
0.162768	0.257174
0.094796	0.116599
0.156534	0.363158
0.104247	0.106332
0.104318	0.181514
0.150934	0.322998
0.156067	0.333203
0.115483	0.361462
0.104121	0.185336
0.115104	0.246898
0.068037	0.099335
0.084294	0.186711
0.097058	0.200425
0.068677	0.130486
0.100475	0.201954
0.077420	0.132000
0.141741	0.143867
0.125819	0.188728
0.075944	0.098727
0.137694	0.392429
0.108863	0.195953
0.100330	0.099326
0.113778	0.292978
0.118150	0.158911
0.120671	0.225654
0.115367	0.222081
0.091157	0.111667
0.165622	0.437242
0.092852	0.151814
0.129519	0.273933
0.086691	0.117033
0.134003	0.422108
0.128248	0.455279
0.085741	0.111892
0.073426	0.193110
0.069270	0.114988
0.114571	0.231433
0.096224	0.094780
0.151908	0.173175
0.099829	0.117299
0.138481	0.189719
0.105227	0.172047
0.097808	0.130573
0.143654	0.181004
0.141781	0.204164
0.081728	0.191651
0.105674	0.157982
0.097352	0.262363
0.092011	0.142156
0.114237	0.235329
0.092057	0.197922
0.101053	0.196042
0.099318	0.109250
0.177105	0.497664
0.110892	0.206813
0.114384	0.222478
0.125210	0.292991
0.098093	0.105450
0.091931	0.150768
0.111923	0.171802
0.104132	0.154635
0.098487	0.176784
0.091190	0.199706
0.113596	0.121548
0.131172	0.303007
0.077908	0.091932
0.101070	0.133918
0.105387	0.169674
0.102435	0.124971
0.090194	0.114096
0.111867	0.136477
0.131815	0.369742
0.104707	0.192137
0.198504	0.523059
0.230538	2.464455
0.069583	0.091153
0.059373	0.100935
0.107444	0.202532
0.104275	0.247131
0.111400	0.193836
0.079657	0.113511
0.101062	0.130370
0.105033	0.243677
0.107152	0.146799
0.099812	0.118277
0.109230	0.141453
0.099734	0.142620
0.094844	0.190637
0.094093	0.126555
0.074795	0.102843
0.078997	0.103486
0.095763	0.126408
0.131630	0.259312
0.187370	0.340077
0.076065	0.147565
0.100647	0.106686
0.102771	0.161864
0.128129	0.295977
0.118117	0.207296
0.085825	0.111143
0.083411	0.115941
0.083972	0.192295
0.092780	0.217570
0.067823	0.111230
0.115023	0.333568
0.089196	0.140484
0.163775	0.569117
0.084701	0.204553
0.095061	0.185368
0.136788	0.402158
0.096369	0.128171
0.089820	0.226796
0.111003	0.190925
0.076669	0.119987
0.118500	0.163530
0.170839	0.356200
0.147596	0.168997
0.127029	0.262314
0.130656	0.209703
0.128438	0.314031
0.131520	0.253834
0.164509	0.338065
0.159810	0.154217
0.143430	0.368616
0.158276	0.316553
0.111437	0.256306
0.181706	0.377039
0.161153	0.118447
0.115308	0.104353
0.141501	0.137963
0.192577	0.407301
0.143182	0.252000
0.101636	0.099603
0.133611	0.233152
0.123551	0.204478
0.097383	0.163116
0.109992	0.317876
0.118253	0.151363
0.122707	0.289589
0.106065	0.106065
0.145656	0.184984
0.195239	0.177667
0.185201	0.318546
0.204173	0.235820
0.105565	0.156236
0.112996	0.189833
0.149243	0.208940
0.082745	0.103844
0.082294	0.120972
0.103061	0.182418
0.091277	0.118204
0.085422	0.166573
0.094347	0.385879
0.107962	0.161403
0.083367	0.151311
0.072728	0.097820
0.080513	0.149754
0.125501	0.363953
0.089652	0.182891
0.082656	0.132663
0.092863	0.229371
0.088915	0.162269
0.090389	0.212866
0.073883	0.132620
0.069334	0.219790
0.091433	0.111091
0.118372	0.240886
0.130160	0.257717
0.120283	0.193655
0.126049	0.194116
0.122842	0.264111
0.085153	0.216288
0.089914	0.118687
0.104228	0.208455
0.133727	0.285507
0.135707	0.229344
0.187581	0.549612
