Velocity(m/s)	Chord(mm)
0.265037	0.457188
0.219062	0.346118
0.266971	0.559304
0.320378	0.547847
0.192266	0.175924
0.168713	0.211734
0.216497	0.350725
0.404511	0.756436
0.257702	0.487058
0.164497	0.139000
0.420056	0.968230
0.296598	0.151265
0.313065	0.270801
0.589972	1.410033
0.448561	0.448561
0.410464	0.794248
0.395553	0.640797
0.326265	0.319740
0.176048	0.277276
0.246336	0.476660
0.467517	1.444626
0.366137	0.545545
0.246361	0.171221
0.732640	1.747347
0.320104	0.246480
0.467959	0.732356
0.285098	0.285098
0.503528	0.853480
0.266433	0.524874
0.392262	0.507980
0.217520	0.291476
0.217346	0.198872
0.238592	0.440202
0.299524	0.467257
0.287977	0.531318
0.266878	0.414995
0.283544	0.222582
0.368753	0.390878
0.215910	0.104717
0.187485	0.153738
0.394806	1.064001
0.335803	0.527210
0.205384	0.141715
0.208921	0.249660
0.321811	0.790047
0.194727	0.227831
0.334712	0.319650
0.273306	0.627237
0.198915	0.126311
0.583287	0.729109
0.198666	0.238399
0.118205	0.174353
0.326233	0.412685
0.166401	0.118145
0.257967	0.345676
0.193320	0.147890
0.307328	0.354963
0.162288	0.107110
0.426558	0.550260
0.241442	0.197983
0.308779	0.785842
0.291711	0.851796
0.174819	0.175693
0.494271	0.348461
0.347756	0.991105
0.699885	3.429437
0.460940	0.112930
0.600681	0.606688
0.529178	0.642951
0.499283	0.429384
0.693900	0.669614
0.455367	0.434876
0.275369	0.275369
0.236153	0.098004
0.540473	1.248492
0.334507	0.195687
0.409025	0.312904
0.211326	0.151098
0.647981	2.073540
0.512068	0.750179
0.375273	0.412800
0.284359	0.376775
0.267991	0.304169
0.274694	0.300790
0.302605	0.411542
0.278237	0.311625
0.299678	0.167820
0.335516	0.270090
0.275910	0.209692
0.263983	0.498929
0.350452	1.775037
0.189916	0.319060
0.353616	0.484455
0.231000	0.242550
0.219497	0.106456
0.266457	0.147884
0.287254	0.153681
0.273908	0.260213
0.356117	0.548420
0.221402	0.332102
0.230653	0.395570
0.235163	0.182251
0.225912	0.989493
0.230024	0.234625
0.205953	0.205953
0.376215	1.239630
0.216390	0.120096
0.149092	0.093928
0.331963	1.155231
0.423246	0.294156
0.399186	0.337313
0.168736	0.136676
0.140081	0.190510
0.287064	0.355959
0.337410	0.413327
0.249406	0.346675
0.481492	0.450195
0.352376	0.322424
0.558764	1.343828
0.367574	0.567902
0.313914	0.293510
0.182409	0.101237
0.343791	0.625699
0.323464	0.315378
0.360681	0.201982
0.409172	0.353934
0.344361	0.525150
0.256799	0.256799
0.200610	0.387178
0.468180	0.765474
0.452818	0.950918
0.492787	1.505463
0.180877	0.135658
0.419192	0.291338
0.268630	0.316984
0.205490	0.127404
0.177635	0.096811
0.212010	0.193989
0.351444	0.539466
0.213979	0.255705
0.340615	0.202666
0.419753	0.801728
0.209369	0.193667
0.237838	0.234271
0.456968	0.365575
0.198348	0.354052
0.168022	0.150380
0.288694	0.656778
0.198714	0.288135
0.254756	0.261124
0.197086	0.509468
0.190961	0.233927
0.237348	0.176825
0.532524	0.370104
0.326378	0.265998
0.834950	0.805727
0.471160	1.154341
0.728440	0.925118
0.365119	0.483783
0.506713	1.099567
0.210538	0.274752
0.219834	0.449561
0.182187	0.221357
0.163944	0.163944
0.253404	0.874243
0.143960	0.238254
0.242675	0.279076
0.239375	0.673840
0.294555	0.263626
0.471104	0.758478
0.475399	0.425482
0.305055	0.504866
0.410050	0.939014
0.306814	0.417267
0.380297	0.509598
0.280729	0.136154
0.250284	0.933559
0.353036	0.335384
0.486446	0.481581
0.499568	0.402152
0.530637	0.350221
0.342906	0.390913
0.437944	0.293423
0.262883	0.218193
0.192662	0.091515
0.211550	0.252802
0.503454	1.115150
0.344671	0.437732
0.549618	0.700764
0.136528	0.124923
0.232583	0.487262
0.185899	0.178463
0.313693	0.399959
0.284388	0.598636
0.505179	0.972470
0.293036	0.250546
0.351444	0.432276
0.217019	0.148658
0.503924	0.372904
0.345798	0.527342
0.183395	0.154052
0.337557	0.205910
0.280950	0.507115
0.440989	0.429964
0.264751	0.144289
0.396756	0.773675
0.397119	0.299825
0.194326	0.153518
0.261946	0.265875
0.514848	0.664155
0.240977	0.333753
0.367471	0.303164
0.200245	0.252309
0.243804	0.447379
0.216259	0.262754
0.132064	0.118858
0.276137	0.640637
0.465098	0.479051
0.198282	0.123926
0.239981	0.791936
0.333859	0.686079
0.484467	0.702477
0.314585	0.289418
0.190997	0.141338
0.121821	0.116948
0.191451	0.146460
0.391025	0.664743
0.360700	1.114564
0.256562	0.259128
0.586604	1.305193
0.480518	0.833699
0.342302	0.263573
0.393517	0.594211
0.274427	0.183866
0.216146	0.180482
0.344362	0.394295
0.309378	0.346504
0.441118	0.467585
0.541439	0.527903
0.332952	0.233066
0.371295	0.525382
0.404448	1.314454
0.379102	0.989457
0.360982	0.915090
0.297110	0.387728
0.180783	0.122028
0.203175	0.222477
0.422490	0.948491
0.121282	0.118250
0.377443	0.524646
0.437570	0.347868
0.460981	0.709910
0.412109	1.114755
0.155780	0.085679
0.590415	1.118836
0.193385	0.107329
0.396895	0.377050
0.560221	1.050415
0.169597	0.087342
0.660374	0.934429
0.355686	0.389476
0.550236	0.467701
0.502808	0.716501
0.226973	0.107812
0.146500	0.095225
0.249736	0.458266
0.483779	1.407796
0.449169	0.357090
0.232560	0.189536
0.368137	0.252174
0.255939	0.197073
0.343152	0.154418
0.674362	0.674362
0.411828	0.360349
0.436264	0.410088
0.245168	0.193683
0.409853	0.243862
0.520625	0.419103
0.391017	0.138811
0.464055	1.522100
0.554231	0.568087
0.619088	0.455029
0.428870	0.313075
0.308552	0.172789
0.366447	0.633954
0.278187	0.467355
0.245917	0.338136
0.507443	0.728181
0.191038	0.167158
0.189932	0.161442
0.206988	0.173870
0.149632	0.160854
0.188615	0.227281
0.294986	0.286136
0.149557	0.237795
0.216055	0.184727
0.282245	0.268133
0.259668	0.566077
0.296954	0.311802
0.132205	0.181121
0.226611	0.211881
0.428887	1.025040
0.131102	0.115369
0.201599	0.292318
0.205557	0.172668
0.331813	2.002494
0.402574	0.831315
0.236794	0.336247
0.353400	0.312759
0.556623	0.512093
0.641682	1.061983
0.368864	0.260049
0.458679	0.495374
