Velocity(m/s)	Chord(mm)
0.122238	0.260979
0.181804	0.347246
0.243692	1.130733
0.220713	1.658656
0.136690	0.124388
0.143740	0.273105
0.131709	0.497201
0.112915	0.442061
0.201541	0.850503
0.193656	0.480267
0.249281	0.517259
0.299238	1.600925
0.269639	0.547367
0.219878	0.703610
0.274208	0.230335
0.102308	0.168808
0.166367	0.558160
0.202590	0.492294
0.174787	0.270920
0.189926	0.567878
0.138919	0.378554
0.090821	0.157575
0.154632	0.729861
0.147526	0.241943
0.189098	0.383868
0.173444	1.038928
0.169850	0.558807
0.162557	0.623407
0.102521	0.129689
0.133603	0.305951
0.068974	0.102082
0.203605	1.705194
0.112927	0.098811
0.139749	0.298364
0.156422	0.348820
0.125090	0.174501
0.119884	0.202005
0.190572	0.292527
0.238254	0.397884
0.249646	0.619122
0.137788	0.185324
0.262851	0.831922
0.195658	0.307184
0.190362	0.572990
0.247963	0.390542
0.326051	1.486793
0.149731	0.509833
0.171114	0.654512
0.187364	0.777562
0.307911	2.825085
0.149952	0.161199
0.279247	2.226994
0.238600	0.795730
0.091452	0.314136
0.276693	1.294922
0.229642	0.641848
0.156214	0.368666
0.044767	0.159146
0.161959	0.439719
0.208673	0.768958
0.148382	0.536402
0.132936	0.139583
0.157929	0.664883
0.170872	0.396423
0.154406	0.775119
0.108128	0.175167
0.105202	0.295090
0.185213	0.420434
0.259044	0.366547
0.168401	0.093463
0.297258	0.603433
0.246965	0.196337
0.325252	0.239060
0.299569	0.882230
0.133083	0.260843
0.232469	0.657888
0.208983	0.210028
0.157960	0.237729
0.173714	0.378696
0.218353	0.382118
0.220719	0.269277
0.176557	0.145660
0.345925	0.266362
0.263831	0.257235
0.182350	0.141321
0.234053	0.303098
0.271381	0.671668
0.247468	0.544429
0.125670	0.218665
0.168714	0.261506
0.147387	0.301406
0.202138	0.155646
0.094826	0.112843
0.218622	0.315909
0.244731	0.159075
0.226636	0.140514
0.173575	0.479934
0.187494	0.481861
0.233950	1.325329
0.331896	1.320946
0.177636	0.270895
0.306374	0.396754
0.174787	0.149443
0.190262	0.214045
0.322724	0.467949
0.326806	0.890547
0.314321	0.622355
0.345287	0.797613
0.282754	1.149397
0.103625	0.188079
0.156036	0.347179
0.185871	0.462818
0.175175	0.796170
0.187655	1.293883
0.188836	0.335184
0.310253	1.785506
0.147224	0.279726
0.085324	0.142918
0.085032	0.157310
0.150107	0.301716
0.234239	1.152456
0.208206	1.000431
0.139417	0.280926
0.105227	0.412489
0.118845	0.164601
0.158359	1.113260
0.206380	0.569609
0.120091	0.145910
0.137685	0.302908
0.118518	0.176592
0.133102	0.368026
0.139143	0.132186
0.228185	1.645212
0.135986	0.412037
0.080089	0.233859
0.142151	0.746292
0.196857	0.547263
0.155803	0.169046
0.178012	0.465502
0.151746	0.223825
0.236886	0.258206
0.172999	0.384922
0.082639	0.095035
0.118783	0.210840
0.127951	0.149062
0.351387	1.590025
0.224439	0.553241
0.156834	0.483049
0.241604	0.604011
0.109131	0.157149
0.227911	0.123072
0.381117	0.695538
0.562704	2.374610
0.333178	0.319851
0.282432	0.430708
0.304296	1.008741
0.354592	1.051365
0.310102	1.423366
0.196544	0.568994
0.220841	0.132505
0.175018	0.148765
0.175287	0.298865
0.257893	1.253360
0.240378	0.683874
0.148843	0.733796
0.105983	0.284564
0.087855	0.217882
0.133019	0.790799
0.092966	0.112024
0.099383	0.256905
0.218384	1.972005
0.099323	0.220000
0.146708	0.481937
0.120311	0.252052
0.144097	0.755787
0.166057	0.672531
0.147769	0.303665
0.157250	0.544870
0.167720	0.309443
0.180545	0.391782
0.109445	0.212870
0.196835	0.688924
0.160116	0.352255
0.211187	0.760275
0.062256	0.137585
0.109259	0.231630
0.172897	0.415817
0.089646	0.118333
0.134754	0.249294
0.092917	0.150525
0.130486	0.243356
0.105551	0.172047
0.185781	0.212720
0.248334	0.487977
0.164305	0.160197
0.207844	0.620415
0.182209	0.582159
0.193829	0.404134
0.215511	0.931009
0.169128	0.327263
0.159068	0.184518
0.212048	0.320193
0.084120	0.218712
0.082501	0.185215
0.111568	0.380449
0.104610	0.191436
0.128944	0.168272
0.202583	0.266397
0.103908	0.146510
0.178746	0.482615
0.152955	0.555225
0.158484	0.639483
0.168827	0.385769
0.172875	0.615435
0.229542	0.586479
0.132386	0.215127
0.160092	0.301773
0.140062	0.296231
0.168988	0.315162
0.167354	0.386589
0.122184	0.299350
0.164419	0.780990
0.126838	0.324070
0.117136	0.288154
0.093833	0.171714
0.097014	0.379326
0.086505	0.124567
0.090228	0.215646
0.137914	0.343405
0.188682	0.531141
0.227315	0.177306
0.132136	0.211417
0.252015	0.875752
0.215471	0.768155
0.213000	0.407896
0.101155	0.196240
0.221032	0.341495
0.144304	0.162342
0.258084	1.233642
0.153718	0.158329
0.252109	0.501697
0.305401	1.456763
0.143164	0.158912
0.265450	0.424719
0.136804	0.126543
0.371626	0.704231
0.187958	0.174801
0.281200	0.438671
0.276425	0.833423
0.220331	0.658790
0.183327	0.229158
0.213868	0.285514
0.135846	0.528440
0.141891	0.628576
0.151875	0.305269
0.123276	0.653361
0.166627	0.647347
0.099510	0.253751
0.121711	0.352354
0.141039	0.564863
0.173251	1.695258
0.136009	0.158450
0.193504	0.580513
0.157970	0.172978
0.159009	0.210686
0.219922	0.267205
0.259002	0.495989
0.284015	0.941511
0.177253	0.433385
0.182275	0.345412
0.244829	0.869144
0.175249	0.344364
0.232129	0.684780
0.296424	0.472796
0.260934	0.521868
0.172037	0.277839
0.260114	1.301869
0.272475	0.465932
0.284191	0.801419
0.095489	0.221534
0.168095	0.674902
0.091364	0.098674
0.158388	0.277179
0.108156	0.217935
0.218318	0.469384
0.219712	0.472380
0.246759	0.871060
0.249182	0.707676
0.211236	0.523864
0.288715	0.733336
0.273995	0.589090
0.204294	0.458639
0.166228	0.174540
0.249507	0.522717
0.307594	0.375265
0.320586	0.357454
0.197907	0.303787
0.387459	0.592812
0.338119	0.180894
0.395380	0.719591
0.386128	0.693100
0.212651	0.273256
0.159725	0.216427
0.302194	0.225134
0.297876	0.513836
0.167084	0.239766
0.332934	1.236849
0.209941	0.624576
0.169615	0.149262
0.178375	0.177483
0.144506	0.136558
0.304028	0.459083
0.292718	0.624953
0.240084	0.325314
0.428387	1.085960
0.379548	1.062735
0.195071	0.384290
0.246484	0.292084
0.338957	0.318620
0.293159	0.555536
0.193106	0.254900
0.319727	0.760950
0.251311	0.184714
0.229730	0.357231
0.261272	0.143700
0.283421	0.769488
0.104531	0.095123
0.093897	0.108451
0.298211	0.456263
0.299427	1.365388
0.237306	0.355959
0.257443	0.184071
0.268416	1.908436
0.209993	0.288740
0.161088	0.178807
0.327066	0.742439
0.240918	0.366195
0.248900	0.220277
0.122961	0.137102
0.344724	1.327186
0.318159	0.991064
0.300403	0.995836
0.217357	0.295605
0.223968	0.685344
0.099705	0.157534
0.107312	0.160967
0.128920	0.259775
0.099434	0.478774
0.126531	0.235347
0.278873	3.184729
0.248606	1.471747
0.184587	1.222889
0.284626	0.932149
0.135813	0.180631
0.123073	0.152611
0.188324	0.986817
0.295143	1.537696
0.338898	1.394565
0.147073	0.234581
0.186817	0.341874
0.174423	0.269483
0.089167	0.098530
0.241090	0.858282
0.267316	0.339491
0.257613	0.570612
0.242861	0.510009
0.243914	0.792720
0.165628	0.163972
0.177982	0.158404
0.279537	1.264906
0.259338	0.562762
0.227389	0.495707
0.189718	0.323469
0.183501	0.170656
0.149685	0.194591
0.200314	0.468735
0.317314	1.723013
0.172288	0.140415
0.269011	1.218622
0.202092	0.335473
0.255656	0.414162
0.209485	0.308990
0.296561	1.297455
0.262650	1.803090
0.263048	0.176242
0.212205	1.012220
0.191503	0.266189
0.463989	1.357167
0.219400	0.179908
0.273347	0.267880
0.286805	0.404395
0.175075	0.131306
0.353256	1.310581
0.191636	0.170556
0.414620	2.388209
0.199537	0.258401
0.341826	1.278431
0.247954	0.193404
0.380679	1.336182
0.206975	0.594017
0.261055	1.040305
0.241033	0.284419
0.343478	0.152848
0.216359	0.216359
0.371456	0.605474
0.171828	0.225953
0.287103	0.427783
0.428931	0.962951
0.364245	0.448021
0.277443	0.176176
0.305393	0.181709
0.286888	0.203690
0.360833	0.642283
0.171810	0.123703
0.397344	0.993360
0.247356	0.409373
0.289680	0.619914
0.253507	0.533632
0.211266	0.351758
0.352214	0.433224
0.308635	0.603382
0.285983	0.786454
0.253997	0.341626
0.246251	0.163757
0.367338	0.547334
0.131419	0.130105
0.264332	0.528665
0.254646	0.343772
0.238466	0.300468
0.303161	0.803378
0.304895	0.519846
0.194194	0.161181
0.280844	0.801811
0.209141	0.550041
0.133127	0.203018
0.232190	0.387757
0.207718	0.501638
0.139741	0.139042
0.219139	0.657416
0.135792	0.115424
0.282080	1.128321
0.183544	0.448766
0.244879	0.557099
0.191485	0.279569
0.202348	0.584786
0.223578	1.072056
0.195592	0.494849
0.147180	0.158955
0.063658	0.115858
0.088737	0.093174
0.226662	0.288994
0.176937	0.597163
0.277840	1.047457
0.172102	0.272781
0.178916	0.203069
0.176324	0.191311
0.151279	0.232213
0.207629	0.481698
0.152997	0.356483
0.228059	0.329545
0.143863	0.952370
0.144435	0.148768
0.163256	0.247333
0.260304	0.511497
0.146536	0.160457
0.292176	1.509087
0.268060	0.684892
0.154621	0.121378
0.162334	0.547066
0.319241	1.136499
0.218802	0.874113
0.172952	0.428922
0.089380	0.151500
0.147555	0.241252
0.199321	0.521225
0.245784	0.501399
0.183424	0.282473
0.191866	0.381812
0.274726	1.234893
0.276987	0.570594
0.135991	0.235945
0.182717	0.379139
0.157924	0.356119
0.156825	0.218770
0.179073	0.627651
0.216563	0.348667
0.084392	0.098317
0.109624	0.126616
0.226011	0.519825
0.250204	0.559207
0.221543	0.400993
0.142770	0.306956
0.254827	0.419191
0.164660	0.378719
0.192907	0.322155
0.143021	0.168765
0.225758	0.579069
0.308269	0.531764
0.263242	0.608090
0.283115	0.976746
0.090038	0.103094
0.218771	0.481296
0.274838	0.555173
0.284356	0.189096
0.147883	0.130137
0.288675	0.355070
0.387108	1.219390
0.314328	0.317472
0.104421	0.125828
0.169081	0.124275
0.283451	0.609420
0.259985	0.334081
0.131929	0.267816
0.219168	0.347381
0.154555	0.136782
0.181498	0.174238
0.259660	0.372613
0.284218	0.414958
0.162330	0.338457
0.311570	1.506441
0.167834	0.442242
0.126711	0.208439
0.189481	0.365697
0.106838	0.143163
0.191005	0.297967
0.250457	0.767650
0.230779	0.596564
0.238567	0.229024
0.196724	0.207543
0.306778	1.254724
0.181965	0.222907
0.276610	0.183946
0.269658	0.676842
0.215072	0.244106
0.174921	0.214279
0.236771	0.844088
0.241173	0.840488
0.260134	0.517666
0.244875	0.402819
0.283221	0.373852
0.206634	0.333713
0.251311	0.556654
0.261426	0.439196
0.258475	0.878815
0.277616	0.674607
0.335545	0.266758
0.228340	0.220348
0.295271	0.518201
0.275431	0.929581
0.208924	1.000747
0.190287	0.724994
0.267608	0.513808
0.252614	0.389026
0.133607	0.142960
0.145538	0.106970
0.183537	0.109205
0.316382	0.734006
0.205125	0.900497
0.359731	0.834575
0.326587	0.471918
0.398314	0.975869
0.166259	0.192030
0.222261	0.336725
0.189572	0.138387
0.196459	0.216105
0.215030	0.125792
0.186794	0.200804
0.202914	0.176535
0.213471	0.227346
0.178348	0.282681
0.313137	0.604355
0.262473	0.282159
0.196912	0.158514
0.327953	0.711657
0.403301	0.867097
0.289942	0.256599
0.291413	0.626539
0.381121	0.463062
0.259374	0.386468
0.214920	0.234263
0.202881	0.260702
0.263801	0.240059
0.239213	0.251174
0.326937	1.474488
0.200998	0.506515
0.267352	0.311465
0.270779	1.123735
0.228646	0.452719
0.128036	0.149802
0.144971	0.341407
0.163204	0.358234
0.146760	0.267837
0.176241	0.181528
0.182647	0.966202
0.352868	0.762194
0.273718	0.472163
0.304433	0.835669
0.218230	0.241144
0.297937	0.688234
0.374121	1.277624
0.362400	0.766476
0.275167	0.246275
0.454351	1.403943
0.267807	0.361540
0.308233	0.206516
0.220973	0.386703
0.223623	0.142001
0.178119	0.138933
0.371192	1.108007
0.340559	0.875237
0.406163	0.540197
0.302656	0.180080
0.331519	0.492305
0.272883	0.293349
0.317019	0.483454
0.191660	0.106371
0.305715	0.605315
0.216053	0.167441
0.227920	0.156125
0.115869	0.084005
0.222854	0.168255
0.336170	1.769938
0.295096	0.368870
0.361667	0.578667
0.298849	0.248044
0.252058	0.318853
0.287418	0.781777
0.236175	0.375519
0.199299	0.686585
0.346153	0.688845
0.252059	0.612502
0.155326	0.563058
0.140251	0.148666
0.201490	0.647791
0.220237	0.496635
0.251501	0.265334
0.232055	0.461790
0.325293	0.870158
0.299285	0.267860
0.313577	0.503291
0.338176	1.053417
0.201399	0.265847
0.303982	0.630764
0.212583	0.171129
0.217039	0.287577
0.254028	0.486463
0.170394	0.194249
0.107676	0.099600
0.121221	0.309114
0.182978	0.294595
0.210465	0.262029
0.144365	0.301001
0.158093	0.417366
0.108862	0.253649
0.121290	0.509418
0.146701	0.542793
0.155754	1.323129
0.134565	0.230778
0.149065	0.334651
0.119956	0.241112
0.111835	0.199625
0.092948	0.269085
0.179073	0.575720
0.119524	0.521723
0.146221	0.399183
0.151928	0.312212
0.141136	0.294268
0.141804	0.260211
0.101983	0.362551
0.114609	0.236667
0.095825	0.218480
0.119045	0.534510
0.118815	0.426547
0.180424	0.260713
0.166716	0.300922
0.133024	0.465586
0.141628	0.346989
0.146196	0.577474
0.103021	0.167410
0.237234	0.442442
0.194134	0.261110
0.206052	0.264777
0.158219	0.350456
0.172451	0.599267
0.201927	0.638089
0.243017	0.358450
0.278571	2.243892
0.299789	1.361043
0.142287	0.152958
0.259488	1.083364
0.091047	0.106070
0.306387	1.125973
0.231281	0.316855
0.207080	0.354107
0.208733	0.370500
0.147236	0.420359
0.120992	0.178462
0.156563	0.193356
0.293893	0.767061
0.146769	0.529838
0.255152	0.548577
0.206404	0.812199
0.211542	0.318370
0.175683	0.233658
0.182002	0.204752
0.145825	0.305503
0.093185	0.131857
0.214719	0.329594
0.144291	0.300847
0.138434	0.193807
0.148120	0.426585
0.212579	0.396459
0.195890	0.236047
0.155605	0.234186
0.113680	0.199508
0.165755	0.314105
0.113630	0.273279
0.142805	0.422704
0.151457	0.572507
0.163110	0.465680
0.195406	0.345869
0.182934	0.773809
0.099815	0.150222
0.215495	1.177681
0.175849	0.301582
0.228975	0.349187
0.131817	0.354587
0.253897	0.638550
0.240079	1.363650
0.113515	0.154381
0.186012	0.583148
0.129339	0.160381
0.137501	0.253689
0.124649	0.962917
0.105699	0.268474
0.063822	0.127006
0.079064	0.166826
0.124309	0.326932
0.080081	0.146548
0.093427	0.139673
0.078935	0.206414
0.114659	0.154790
0.093433	0.136879
0.226715	1.114306
0.168328	0.292049
0.131363	0.256814
0.231852	0.433563
0.109200	0.212393
0.114382	0.152127
0.222523	1.538745
0.131178	0.186273
0.218254	0.321925
0.230699	0.459091
0.072903	0.168041
0.188361	0.458658
0.122792	0.134457
0.129381	0.273641
0.259411	1.243874
0.178003	0.322185
0.230161	0.333733
0.223977	0.677531
0.165348	0.209992
0.226680	0.370622
0.319567	0.776548
0.312650	0.636243
0.290771	0.828697
0.286683	0.748244
0.228792	0.216209
0.225326	0.502477
0.312523	0.873502
0.148305	0.149788
0.288206	0.476980
0.139589	0.165413
0.164295	0.219334
0.161231	0.190252
0.190298	0.184589
0.087113	0.091904
0.286298	1.208177
0.267903	1.293972
0.107954	0.130085
0.104547	0.192367
0.134842	0.337105
0.178344	0.923820
0.161054	0.303587
0.147128	0.172875
0.110849	0.114175
0.235015	0.404225
0.329303	1.001082
0.132789	0.167978
0.311049	0.984472
0.273057	0.557037
0.205101	0.205101
0.389449	1.670735
0.364967	0.598546
0.420033	1.867049
0.165487	0.150593
0.333647	1.151082
0.244236	0.283313
0.125223	0.261089
0.142602	0.254544
0.158659	0.269719
0.079517	0.124444
0.103750	0.570105
0.109428	0.196424
0.140152	0.710573
0.160477	0.395576
0.132212	0.298138
0.130701	0.294731
0.164183	0.323440
0.143285	0.291585
0.137257	0.359613
0.155369	0.444355
0.134244	0.230899
0.141250	0.495787
0.106150	0.219199
0.122521	0.257294
0.074268	0.159304
0.174697	0.938999
0.090850	0.349772
0.085838	0.151934
0.084638	0.181973
0.098873	0.176983
0.179403	1.501601
0.136530	0.554995
0.167234	0.431463
0.134682	0.312463
0.123645	0.199068
0.096259	0.120805
0.090315	0.146311
0.145311	0.853700
0.119638	0.181252
0.130069	0.381752
0.165076	0.378025
0.148451	0.560404
0.221797	1.316367
0.170374	0.586938
0.154678	0.450886
0.134085	0.238671
0.189162	0.443586
0.109029	0.160273
0.199546	0.330248
0.117812	0.204404
0.173306	0.399471
0.169752	0.241048
0.199253	0.232130
0.223111	0.713956
0.207606	0.156743
0.192472	0.564905
0.142794	0.250603
0.289287	0.297966
0.203628	0.267771
0.229710	0.578869
0.133669	0.247956
0.338611	2.873114
0.275642	0.789716
0.143886	0.153238
0.161018	0.227036
0.159755	0.198895
0.241580	0.140116
0.207848	0.482207
0.311519	1.467256
0.191038	0.468998
0.059722	0.212012
0.176669	0.602441
0.266996	1.520540
0.105911	0.267425
0.100289	0.135891
0.139897	0.336453
0.186581	0.459921
0.187857	1.736741
0.089868	0.185577
0.101089	0.368471
0.170891	0.457988
0.087139	0.232227
0.205811	1.233835
0.149897	0.322278
0.093514	0.281945
0.162644	0.779877
0.140891	0.355750
0.145786	0.236174
0.105990	0.211981
0.119409	0.256730
0.174935	0.844934
0.121495	0.310419
0.095456	0.202844
0.078138	0.180109
0.116438	0.248596
0.099584	0.185725
0.171457	0.442359
0.069990	0.150479
0.115769	0.302736
0.079354	0.180926
0.112625	0.503998
0.090035	0.139554
0.120105	0.369323
0.127082	0.301819
0.047933	0.140445
0.098766	0.217285
0.148875	1.135919
0.090839	0.209839
0.105051	0.236889
0.081020	0.171763
0.094036	0.148107
0.077962	0.175805
0.061974	0.137893
0.136296	0.429332
0.171069	0.962262
0.132905	0.136227
0.088509	0.194278
0.118671	0.264042
0.203920	0.349723
0.355796	3.063404
0.160303	0.500145
0.335316	0.638777
0.378589	1.662008
0.258973	0.813175
0.131644	0.219845
0.384443	1.212917
0.328890	0.751514
0.279789	0.539994
0.252441	0.334484
0.309163	0.265880
0.438556	0.749931
0.469058	0.942807
0.465828	0.782591
0.550558	1.676448
0.426217	0.967512
0.436859	1.404501
0.219655	0.262488
0.247182	0.394255
0.242806	0.330217
0.267672	0.808371
0.229878	0.162064
0.236123	0.538361
0.165717	0.265975
0.207108	0.308591
0.224250	1.014731
0.237368	0.428449
0.279219	0.367173
0.255224	1.046420
0.256818	0.505931
0.268866	0.568651
0.313069	1.380636
0.175076	0.245982
0.234781	0.698473
0.193858	1.658458
0.142786	0.159920
0.236040	1.254550
0.154380	0.159783
0.174737	0.166000
0.195022	0.548987
0.260108	0.377157
0.166102	0.138695
0.302993	0.852926
0.374502	1.220875
0.262076	0.504496
0.222167	0.171069
0.191888	0.192847
0.435101	2.131997
0.204936	0.236701
0.331956	1.442348
0.398658	1.634496
0.372110	0.907949
0.247399	0.604891
0.279562	0.423536
0.234351	0.253099
0.275222	0.624755
0.205990	0.671526
0.115476	0.177833
0.193677	0.148163
0.162697	0.172459
0.205668	0.355806
0.203047	0.346196
0.132715	0.338423
0.239440	0.395076
0.282343	1.199957
0.253681	0.384327
0.173744	0.407429
0.302980	0.333278
0.275587	0.329327
0.359673	1.532208
0.195469	0.363572
0.239490	0.293375
0.197733	0.177960
0.272431	1.189160
0.296374	0.766126
0.178190	0.223629
0.192566	0.248410
0.211218	0.908238
0.186910	1.656956
0.248156	0.601779
0.186384	0.320581
0.096565	0.158366
0.083921	0.182947
0.073886	0.157747
0.181223	0.504706
0.081743	0.132424
0.075502	0.199324
0.101633	0.274409
0.126837	0.313921
0.198175	1.252469
0.183160	0.409363
0.099391	0.165983
0.164078	0.642366
0.080890	0.136704
0.147040	0.146305
0.150347	0.152602
0.114661	0.146767
0.226917	1.490845
0.246158	1.203714
